"DATETIME";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";"null"
"07.02.2026 01:00";"-13.9";"752.8";"769.0";"-0.2";"76";"Ветер, дующий с юго-запада";"2";"4";"6";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-17.3";"";"";"";"";"";"";
"06.02.2026 22:00";"-11.8";"753.0";"769.0";"0.3";"73";"Ветер, дующий с юго-запада";"2";"5";"7";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-15.7";"";"";"";"";"";"";
"06.02.2026 19:00";"-12.8";"752.7";"768.7";"1.1";"75";"Ветер, дующий с западо-юго-запада";"2";"5";"6";"Облаков нет.";" ";"";"";"";"-11.1";"";"";"";"";"";"10.0";"-16.4";"Следы осадков";"12";"";"";"";"";
"06.02.2026 16:00";"-12.4";"751.6";"767.6";"0.3";"71";"Ветер, дующий с западо-юго-запада";"2";"5";"6";"20–30%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-16.7";"";"";"";"";"";"";
"06.02.2026 13:00";"-12.0";"751.3";"767.2";"1.0";"73";"Ветер, дующий с западо-юго-запада";"2";"4";"6";"90  или более, но не 100%";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"-15.9";"";"";"";"";"";"";
"06.02.2026 10:00";"-12.6";"750.3";"766.3";"1.5";"78";"Ветер, дующий с запада";"2";"5";"9";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-15.7";"";"";"";"";"";"";
"06.02.2026 07:00";"-13.1";"748.8";"764.7";"1.2";"79";"Ветер, дующий с западо-северо-запада";"4";"6";"10";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-16.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-16.0";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"82.0";
"06.02.2026 04:00";"-13.3";"747.6";"763.5";"0.4";"84";"Ветер, дующий с запада";"4";"6";"7";"100%.";"Облака в целом образовывались или развивались. ";"Метель";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-15.5";"";"";"";"";"";"";
"06.02.2026 01:00";"-14.9";"747.2";"763.3";"0.2";"83";"Ветер, дующий с западо-юго-запада";"2";"5";"5";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-17.1";"";"";"";"";"";"";
"05.02.2026 22:00";"-15.2";"747.0";"763.0";"-0.5";"82";"Ветер, дующий с западо-юго-запада";"2";"5";"5";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-17.6";"";"";"";"";"";"";
"05.02.2026 19:00";"-16.1";"747.5";"763.6";"-0.1";"82";"Ветер, дующий с западо-юго-запада";"1";"3";"5";"70 – 80%.";" ";"";"";"";"-15.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-18.5";"Осадков нет";"12";"";"";"";"";
"05.02.2026 16:00";"-15.9";"747.6";"763.7";"-0.2";"75";"Ветер, дующий с юго-запада";"2";"5";"6";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-19.3";"";"";"";"";"";"";
"05.02.2026 13:00";"-19.2";"747.8";"764.1";"0.1";"77";"Ветер, дующий с юго-запада";"1";"4";"6";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-22.2";"";"";"";"";"";"";
"05.02.2026 10:00";"-24.3";"747.7";"764.4";"-0.1";"74";"Ветер, дующий с запада";"2";"4";"6";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-27.6";"";"";"";"";"";"";
"05.02.2026 07:00";"-27.0";"747.8";"764.6";"-0.2";"73";"Ветер, дующий с запада";"1";"3";"4";"10%  или менее, но не 0";" ";"";"";"-27.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-30.4";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"82.0";
"05.02.2026 04:00";"-26.8";"748.0";"764.8";"0.0";"74";"Ветер, дующий с западо-юго-запада";"1";"3";"3";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-30.0";"";"";"";"";"";"";
"05.02.2026 01:00";"-26.2";"748.0";"764.8";"0.5";"74";"Ветер, дующий с западо-юго-запада";"1";"3";"5";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-29.4";"";"";"";"";"";"";
"04.02.2026 22:00";"-24.6";"747.5";"764.2";"0.9";"76";"Ветер, дующий с юго-запада";"1";"4";"6";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-27.7";"";"";"";"";"";"";
"04.02.2026 19:00";"-22.0";"746.6";"763.1";"1.0";"73";"Ветер, дующий с запада";"1";"4";"6";"Облаков нет.";" ";"";"";"";"-16.1";"";"";"";"";"";"10.0";"-25.5";"0.2";"12";"";"";"";"";
"04.02.2026 16:00";"-20.2";"745.6";"762.0";"0.8";"69";"Ветер, дующий с западо-юго-запада";"2";"6";"7";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-24.4";"";"";"";"";"";"";
"04.02.2026 13:00";"-17.9";"744.8";"761.1";"1.2";"64";"Ветер, дующий с запада";"3";"6";"7";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-23.1";"";"";"";"";"";"";
"04.02.2026 10:00";"-17.8";"743.6";"759.7";"1.5";"76";"Ветер, дующий с западо-северо-запада";"3";"6";"6";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-17.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-21.1";"";"";"";"";"";"";
"04.02.2026 07:00";"-16.1";"742.1";"758.2";"-0.1";"82";"Ветер, дующий с запада";"3";"5";"5";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-16.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-18.5";"3.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"82.0";
"04.02.2026 04:00";"-13.4";"742.2";"758.1";"-0.6";"84";"Ветер, дующий с западо-северо-запада";"2";"3";"4";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-15.5";"";"";"";"";"";"";
"04.02.2026 01:00";"-12.7";"742.8";"758.6";"-0.5";"85";"Ветер, дующий с западо-северо-запада";"1";"2";"3";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-14.7";"";"";"";"";"";"";
"03.02.2026 22:00";"-12.0";"743.3";"759.1";"-1.1";"86";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-13.9";"";"";"";"";"";"";
"03.02.2026 19:00";"-12.1";"744.4";"760.3";"-1.6";"85";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-11.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-14.1";"5.0";"12";"";"";"";"";
"03.02.2026 16:00";"-11.9";"746.0";"761.9";"-2.0";"81";"Ветер, дующий с северо-северо-востока";"1";"";"3";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-14.5";"";"";"";"";"";"";
"03.02.2026 13:00";"-13.1";"748.0";"764.1";"-1.0";"81";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-15.7";"";"";"";"";"";"";
"03.02.2026 10:00";"-15.6";"749.0";"765.2";"-0.6";"83";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-17.9";"";"";"";"";"";"";
"03.02.2026 07:00";"-16.5";"749.6";"765.8";"0.3";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-18.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-18.8";"0.5";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"74.0";
"03.02.2026 04:00";"-16.7";"749.3";"765.5";"0.1";"85";"Ветер, дующий с юго-юго-запада";"1";"2";"3";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-18.7";"";"";"";"";"";"";
"03.02.2026 01:00";"-13.5";"749.2";"765.2";"1.1";"84";"Ветер, дующий с юго-юго-запада";"1";"3";"4";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-15.6";"";"";"";"";"";"";
"02.02.2026 22:00";"-9.9";"748.1";"763.9";"1.5";"82";"Ветер, дующий с юго-запада";"1";"";"8";"40%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-12.4";"";"";"";"";"";"";
"02.02.2026 19:00";"-4.5";"746.6";"762.0";"0.2";"88";"Ветер, дующий с юга";"5";"8";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"-4.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-6.2";"3.0";"12";"";"";"";"";
"02.02.2026 16:00";"-4.1";"746.4";"761.8";"-0.4";"89";"Ветер, дующий с юго-юго-востока";"7";"9";"10";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-5.7";"";"";"";"";"";"";
"02.02.2026 13:00";"-5.0";"746.8";"762.1";"-0.3";"87";"Ветер, дующий с юго-востока";"7";"9";"10";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-6.8";"";"";"";"";"";"";
"02.02.2026 10:00";"-7.0";"747.1";"762.7";"-0.3";"89";"Ветер, дующий с востоко-юго-востока";"6";"8";"10";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-8.6";"";"";"";"";"";"";
"02.02.2026 07:00";"-8.0";"747.4";"763.0";"-1.1";"85";"Ветер, дующий с востока";"8";"10";"11";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Снег и/или другие виды твердых осадков";"Метель";"-8.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-10.1";"Следы осадков";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"68.0";
"02.02.2026 04:00";"-8.0";"748.5";"764.2";"-0.3";"86";"Ветер, дующий с востока";"6";"8";"9";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-9.9";"";"";"";"";"";"";
"02.02.2026 01:00";"-5.8";"748.8";"764.4";"0.4";"82";"Ветер, дующий с востоко-юго-востока";"6";"9";"9";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высокослоистые просвечивающие.";"";"10.0";"-8.4";"";"";"";"";"";"";
"01.02.2026 22:00";"-4.9";"748.4";"763.9";"0.4";"86";"Ветер, дующий с востока";"6";"7";"8";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"-6.9";"";"";"";"";"";"";
"01.02.2026 19:00";"-6.3";"748.0";"763.6";"0.2";"87";"Ветер, дующий с востока";"6";"7";"8";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-6.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"-8.1";"0.9";"12";"";"";"";"";
"01.02.2026 16:00";"-8.0";"747.8";"763.4";"-0.1";"85";"Ветер, дующий с востока";"5";"8";"8";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-10.1";"";"";"";"";"";"";
"01.02.2026 13:00";"-9.8";"747.9";"763.6";"-0.2";"86";"Ветер, дующий с востока";"4";"7";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-11.8";"";"";"";"";"";"";
"01.02.2026 10:00";"-12.3";"748.1";"764.1";"-0.2";"85";"Ветер, дующий с востоко-северо-востока";"2";"";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-14.4";"";"";"";"";"";"";
"01.02.2026 07:00";"-13.3";"748.3";"764.3";"-0.7";"85";"Ветер, дующий с востоко-северо-востока";"2";"5";"6";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-14.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-15.3";"3.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"71.0";
"01.02.2026 04:00";"-13.9";"749.0";"765.1";"-0.5";"84";"Ветер, дующий с северо-востока";"2";"5";"6";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-16.0";"";"";"";"";"";"";
"01.02.2026 01:00";"-14.0";"749.5";"765.5";"-0.5";"83";"Ветер, дующий с востоко-северо-востока";"2";"";"5";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-16.3";"";"";"";"";"";"";
